City,Fuel Type Code,State,EV Total Port Count (Beta)
osceola,ELEC,AR,18.0
oscoda,ELEC,MI,4.0
oshkosh,ELEC,WI,16.0
oskaloosa,ELEC,IA,2.0
ossian,ELEC,IN,1.0
ossining,ELEC,NY,27.0
oswego,ELEC,NY,47.0
otis,ELEC,OR,4.0
otisville,ELEC,NY,1.0
otsego,ELEC,MI,2.0
ottawa,ELEC,IL,2.0
ottawa lake,ELEC,MI,5.0
ouray,ELEC,CO,4.0
ovando,ELEC,MT,1.0
overland park,ELEC,KS,327.0
oviedo,ELEC,FL,29.0
owasso,ELEC,OK,19.0
owatonna,ELEC,MN,24.0
owensboro,ELEC,KY,1.0
owigsburg,ELEC,PA,2.0
owings,ELEC,MD,2.0
owings mills,ELEC,MD,75.0
owosso,ELEC,MI,17.0
oxford,ELEC,AL,121.0
oxnard,ELEC,CA,106.0
oxon hill,ELEC,MD,56.0
oyster bay,ELEC,NY,2.0
ozark,ELEC,MO,22.0
ozona,ELEC,TX,10.0
ozone park,ELEC,NY,2.0
pace,ELEC,FL,4.0
pacific beach,ELEC,WA,8.0
pacific city,ELEC,OR,2.0
pacific grove,ELEC,CA,36.0
pacific palisades,ELEC,CA,19.0
pacifica,ELEC,CA,10.0
packwood,ELEC,WA,2.0
pacoima,ELEC,CA,2.0
paducah,ELEC,KY,9.0
page,ELEC,AZ,8.0
pageland,ELEC,SC,1.0
pagosa springs,ELEC,CO,9.0
pahala,ELEC,HI,2.0
pahoa,ELEC,HI,2.0
pahrump,ELEC,NV,2.0
paicines,ELEC,CA,2.0
painted post,ELEC,NY,16.0
paintsville,ELEC,KY,1.0
pala,ELEC,CA,4.0
palacios,ELEC,TX,4.0
palastine,ELEC,TX,4.0
palatine,ELEC,IL,6.0
palatka,ELEC,FL,10.0
palestine,ELEC,TX,4.0
pall mall,ELEC,TN,2.0
palm bay,ELEC,FL,26.0
palm beach,ELEC,FL,17.0
palm beach gardens,ELEC,FL,92.0
palm city,ELEC,FL,6.0
palm coast,ELEC,FL,29.0
palm desert,ELEC,CA,139.0
palm harbor,ELEC,FL,8.0
palm springs,ELEC,CA,166.0
palmdale,ELEC,CA,159.0
palmer,ELEC,MA,26.0
palmetto,ELEC,FL,9.0
palmetto bay,ELEC,FL,9.0
palmyra,ELEC,PA,11.0
palo alto,ELEC,CA,654.0
palo cedro,ELEC,CA,4.0
palos heights,ELEC,IL,2.0
palos hills,ELEC,IL,2.0
panaca,ELEC,NV,3.0
panama city,ELEC,FL,29.0
panama city beach,ELEC,FL,27.0
panorama city,ELEC,CA,16.0
panton,ELEC,VT,1.0
paoli,ELEC,OK,14.0
paonia,ELEC,CO,7.0
papa'aloa,ELEC,HI,1.0
papillion,ELEC,NE,2.0
parachute,ELEC,CO,17.0
paradise,ELEC,PA,3.0
paradise valley,ELEC,AZ,7.0
paragould,ELEC,AR,10.0
paramount,ELEC,CA,8.0
paramus,ELEC,NJ,111.0
paris,ELEC,TN,17.0
parish,ELEC,NY,10.0
park city,ELEC,UT,140.0
park forest,ELEC,IL,2.0
park rapids,ELEC,MN,2.0
park ridge,ELEC,IL,8.0
parker,ELEC,CO,42.0
parkersburg,ELEC,WV,18.0
parkland,ELEC,FL,2.0
parkville,ELEC,MD,9.0
parlier,ELEC,CA,8.0
parma,ELEC,OH,6.0
parma heights,ELEC,OH,2.0
parris island,ELEC,SC,2.0
parrish,ELEC,FL,4.0
parshall,ELEC,CO,6.0
parsippany,ELEC,NJ,23.0
parsippany troy hills,ELEC,NJ,2.0
parsippany-troy hills,ELEC,NJ,16.0
parsons,ELEC,KS,4.0
pasadena,ELEC,CA,677.0
pascagoula,ELEC,MS,2.0
pasco,ELEC,WA,25.0
paso robles,ELEC,CA,184.0
pass christian,ELEC,MS,1.0
passaic,ELEC,NJ,4.0
patchogue,ELEC,NY,20.0
pateros,ELEC,WA,1.0
patterson,ELEC,CA,26.0
patton,ELEC,PA,2.0
patuxent river,ELEC,MD,14.0
paul smiths,ELEC,NY,10.0
pauls valley,ELEC,OK,8.0
paulsboro,ELEC,NJ,8.0
paw paw,ELEC,MI,1.0
pawhuska,ELEC,OK,4.0
pawleys island,ELEC,SC,6.0
pawling,ELEC,NY,2.0
pawnee,ELEC,IL,4.0
pawtucket,ELEC,RI,18.0
payette,ELEC,ID,2.0
payson,ELEC,AZ,17.0
peabody,ELEC,MA,7.0
peacham,ELEC,VT,2.0
peachtree city,ELEC,GA,33.0
peachtree corners,ELEC,GA,35.0
pearisburg,ELEC,VA,2.0
pearl,ELEC,MS,8.0
pearl city,ELEC,HI,18.0
pearl harbor,ELEC,HI,16.0
pearl river,ELEC,NY,22.0
pearland,ELEC,TX,41.0
pebble beach,ELEC,CA,10.0
peconic,ELEC,NY,2.0
pecos,ELEC,TX,15.0
peculiar,ELEC,MO,2.0
pedricktown,ELEC,NJ,17.0
peekskill,ELEC,NY,4.0
pelham,ELEC,AL,1.0
pell city,ELEC,AL,2.0
pella,ELEC,IA,1.0
pembroke,ELEC,NC,6.0
pembroke pines,ELEC,FL,57.0
pendleton,ELEC,OR,15.0
penfield,ELEC,NY,7.0
peninsula,ELEC,OH,2.0
penn valley,ELEC,PA,4.0
penn yan,ELEC,NY,4.0
pennington,ELEC,NJ,6.0
pennington gap,ELEC,VA,2.0
pennsauken,ELEC,NJ,3.0
pennsauken township,ELEC,NJ,1.0
pensacola,ELEC,FL,53.0
pensacola beach,ELEC,FL,7.0
pentwater,ELEC,MI,2.0
peoria,ELEC,AZ,72.0
pepper pike,ELEC,OH,2.0
pequot lakes,ELEC,MN,2.0
perham,ELEC,MN,4.0
perris,ELEC,CA,17.0
perry,ELEC,OK,36.0
perry hall,ELEC,MD,19.0
perry point,ELEC,MD,2.0
perrysburg,ELEC,OH,10.0
perryton,ELEC,TX,1.0
perryville,ELEC,MO,7.0
perth amboy,ELEC,NJ,12.0
peru,ELEC,IL,37.0
petaluma,ELEC,CA,182.0
peterborough,ELEC,NH,4.0
peterburg,ELEC,FL,6.0
petersburg,ELEC,VA,14.0
peterson afb,ELEC,CO,1.0
petoskey,ELEC,MI,14.0
petrified forest,ELEC,AZ,2.0
pevely,ELEC,MO,6.0
peñasco,ELEC,NM,2.0
pflugerville,ELEC,TX,38.0
phenix city,ELEC,AL,3.0
philadelphia,ELEC,PA,434.0
philipsburg,ELEC,MT,4.0
phillips,ELEC,ME,5.0
philmont,ELEC,NY,2.0
philo,ELEC,CA,10.0
philomath,ELEC,OR,8.0
phippsburg,ELEC,ME,1.0
phoenix,ELEC,AZ,719.0
phoenix city,ELEC,AL,1.0
phoenixville,ELEC,PA,21.0
picayune,ELEC,MS,1.0
pickens,ELEC,SC,4.0
pickerington,ELEC,OH,9.0
pico rivera,ELEC,CA,16.0
piedmont,ELEC,OK,29.0
piermont,ELEC,NY,1.0
pierre,ELEC,SD,10.0
pigeon,ELEC,MI,1.0
pigeon forge,ELEC,TN,66.0
pike road,ELEC,AL,2.0
pikesville,ELEC,MD,4.0
pikeville,ELEC,KY,5.0
pilot mountain,ELEC,NC,2.0
pinckney,ELEC,MI,5.0
pine,ELEC,CO,7.0
pine bluff,ELEC,AR,4.0
pine bluffs,ELEC,WY,3.0
pine brook,ELEC,NJ,2.0
pine city,ELEC,MN,12.0
pine knot,ELEC,KY,1.0
pine plains,ELEC,NY,2.0
pine river,ELEC,MN,3.0
pinecrest,ELEC,FL,7.0
pinedale,ELEC,WY,7.0
pinehurst,ELEC,NC,20.0
pinellas park,ELEC,FL,17.0
pinetop,ELEC,AZ,3.0
pinetop-lakeside,ELEC,AZ,4.0
pineville,ELEC,LA,4.0
pinole,ELEC,CA,8.0
pipestem,ELEC,WV,8.0
pipestone,ELEC,MN,5.0
piqua,ELEC,OH,5.0
piscataway,ELEC,NJ,54.0
pisgah forest,ELEC,NC,4.0
pismo beach,ELEC,CA,46.0
pitkin,ELEC,CO,4.0
pittsboro,ELEC,NC,22.0
pittsburg,ELEC,KS,36.0
pittsburgh,ELEC,PA,640.0
pittsfield,ELEC,MA,25.0
pittsford,ELEC,NY,20.0
pittston,ELEC,PA,12.0
placentia,ELEC,CA,22.0
placerville,ELEC,CA,104.0
plain city,ELEC,OH,5.0
plainfield,ELEC,IN,25.0
plains,ELEC,GA,5.0
plainsboro,ELEC,NJ,10.0
plainsboro township,ELEC,NJ,6.0
plainview,ELEC,NY,30.0
plainville,ELEC,MA,13.0
plainwell,ELEC,MI,1.0
plano,ELEC,TX,236.0
plant city,ELEC,FL,30.0
plantation,ELEC,FL,48.0
plantsville,ELEC,CT,8.0
platte city,ELEC,MO,3.0
plattekill,ELEC,NY,1.0
platteville,ELEC,WI,6.0
plattsburgh,ELEC,NY,62.0
plattsmouth,ELEC,NE,2.0
playa del rey,ELEC,CA,27.0
playa vista,ELEC,CA,4.0
"playa vista, ca",ELEC,CA,14.0
pleasant grove,ELEC,UT,12.0
pleasant hill,ELEC,MO,66.0
pleasant hills,ELEC,PA,3.0
pleasant plains,ELEC,IL,5.0
pleasant prairie,ELEC,WI,16.0
pleasant valley,ELEC,NY,8.0
pleasanton,ELEC,CA,208.0
pleasantville,ELEC,NY,14.0
plover,ELEC,WI,1.0
plum branch,ELEC,SC,2.0
plymouth,ELEC,NH,154.0
plymouth meeting,ELEC,PA,30.0
pocahontas,ELEC,AR,3.0
pocatello,ELEC,ID,21.0
pocomoke,ELEC,MD,6.0
pocono manor,ELEC,PA,8.0
poinciana,ELEC,FL,2.0
point arena,ELEC,CA,8.0
point clear,ELEC,AL,4.0
point harbor,ELEC,NC,1.0
point lookout,ELEC,NY,2.0
point mugu,ELEC,CA,28.0
point of rocks,ELEC,MD,4.0
point reyes station,ELEC,CA,9.0
poland,ELEC,ME,3.0
polk city,ELEC,IA,2.0
pollock,ELEC,LA,3.0
pollock pines,ELEC,CA,6.0
polson,ELEC,MT,2.0
pomeroy,ELEC,OH,1.0
pomfret,ELEC,CT,2.0
pomfret center,ELEC,CT,2.0
pomona,ELEC,CA,95.0
pompano,ELEC,FL,4.0
pompano beach,ELEC,FL,74.0
pompton lakes,ELEC,NJ,16.0
pompton plains,ELEC,NJ,4.0
ponca city,ELEC,OK,8.0
ponce,ELEC,PR,1.0
"ponce bypass,",ELEC,PR,1.0
poncha springs,ELEC,CO,8.0
ponchatoula,ELEC,LA,1.0
ponderay,ELEC,ID,2.0
ponte vedra,ELEC,FL,2.0
ponte vedra beach,ELEC,FL,4.0
ponte vedre,ELEC,FL,1.0
pontiac,ELEC,MI,31.0
pontotoc,ELEC,MS,2.0
pooler,ELEC,GA,55.0
poolesville,ELEC,MD,7.0
poplar bluff,ELEC,MO,9.0
porland,ELEC,OR,4.0
port angeles,ELEC,WA,29.0
port aransas,ELEC,TX,14.0
port arthur,ELEC,TX,2.0
port austin,ELEC,MI,4.0
port charlotte,ELEC,FL,14.0
port chester,ELEC,NY,12.0
port clinton,ELEC,OH,10.0
port deposit,ELEC,MD,7.0
port hadlock,ELEC,WA,2.0
port henry,ELEC,NY,6.0
port hueneme,ELEC,CA,38.0
port huron,ELEC,MI,25.0
port jefferson,ELEC,NY,12.0
port jefferson station,ELEC,NY,5.0
port jervis,ELEC,NY,4.0
port lavaca,ELEC,TX,3.0
port of hueneme,ELEC,CA,2.0
port orange,ELEC,FL,9.0
port orchard,ELEC,WA,21.0
port orford,ELEC,OR,5.0
port richey,ELEC,FL,16.0
port saint lucie,ELEC,FL,16.0
port st lucie,ELEC,FL,6.0
port st. lucie,ELEC,FL,38.0
port townsend,ELEC,WA,15.0
port wentworth,ELEC,GA,1.0
portage,ELEC,MI,72.0
portalnd,ELEC,OR,4.0
porter,ELEC,IN,18.0
porter corners,ELEC,NY,10.0
porter ranch,ELEC,CA,4.0
portersville,ELEC,PA,4.0
porterville,ELEC,CA,51.0
portland,ELEC,OR,756.0
portola valley,ELEC,CA,12.0
portsmouth,ELEC,NH,119.0
posen,ELEC,MI,2.0
post falls,ELEC,ID,7.0
postville,ELEC,IA,2.0
potomac,ELEC,MD,21.0
potosi,ELEC,MO,2.0
potsdam,ELEC,NY,13.0
potter,ELEC,NE,3.0
pottstown,ELEC,PA,22.0
pottsville,ELEC,PA,8.0
poughkeepsie,ELEC,NY,63.0
"poughkeepsie, ny",ELEC,NY,16.0
poughquag,ELEC,NY,8.0
poulsbo,ELEC,WA,24.0
poultney,ELEC,VT,1.0
pound ridge,ELEC,NY,4.0
poway,ELEC,CA,14.0
powder springs,ELEC,GA,2.0
powderly,ELEC,KY,1.0
powell,ELEC,OH,15.0
powells point,ELEC,NC,2.0
prairie city,ELEC,OR,2.0
prairie du chien,ELEC,WI,8.0
prairie du sac,ELEC,WI,8.0
prairie village,ELEC,KS,20.0
pratt,ELEC,KS,1.0
prattville,ELEC,AL,27.0
prescott,ELEC,AZ,21.0
prescott valley,ELEC,AZ,9.0
presque isle,ELEC,ME,6.0
preston,ELEC,MN,3.0
prewitt,ELEC,NM,2.0
price,ELEC,UT,14.0
primm,ELEC,NV,42.0
prince frederick,ELEC,MD,10.0
prince george,ELEC,VA,1.0
princess anne,ELEC,MD,2.0
princeton,ELEC,NJ,95.0
princeville,ELEC,HI,6.0
prineville,ELEC,OR,6.0
prior lake,ELEC,MN,22.0
prospect,ELEC,KY,4.0
prosper,ELEC,TX,4.0
prosperity,ELEC,SC,2.0
prosser,ELEC,WA,2.0
providence,ELEC,RI,198.0
provincetown,ELEC,MA,16.0
provo,ELEC,UT,67.0
pryor,ELEC,OK,3.0
pueblo,ELEC,CO,53.0
pueblo west,ELEC,CO,5.0
pukalani,ELEC,HI,8.0
pulaski,ELEC,NY,10.0
pullman,ELEC,WA,24.0
punta gorda,ELEC,FL,12.0
purcell,ELEC,OK,8.0
purcellville,ELEC,VA,10.0
purchase,ELEC,NY,6.0
putnam,ELEC,CT,15.0
putney,ELEC,VT,3.0
puyallup,ELEC,WA,53.0
pāhoa,ELEC,HI,3.0
quakertown,ELEC,PA,28.0
quanah,ELEC,TX,8.0
quantico,ELEC,VA,15.0
quarryville,ELEC,PA,2.0
quartzsite,ELEC,AZ,130.0
quechee,ELEC,VT,5.0
queen creek,ELEC,AZ,18.0
queens,ELEC,NY,134.0
queensbury,ELEC,NY,93.0
queenstown,ELEC,MD,7.0
questa,ELEC,NM,4.0
quil ceda village,ELEC,WA,4.0
quinault,ELEC,WA,2.0
quincy,ELEC,MA,83.0
quinton,ELEC,AL,3.0
rabun gap,ELEC,GA,3.0
racine,ELEC,WI,7.0
radcliff,ELEC,KY,3.0
radford,ELEC,VA,2.0
radnor,ELEC,PA,4.0
raeford,ELEC,NC,4.0
rahway,ELEC,NJ,37.0
rainbow city,ELEC,AL,2.0
rainier,ELEC,OR,3.0
rainsville,ELEC,AL,2.0
raleigh,ELEC,NC,344.0
ramona,ELEC,CA,10.0
ramsey,ELEC,NJ,31.0
rancho cordova,ELEC,CA,98.0
rancho cucamonga,ELEC,CA,97.0
rancho mirage,ELEC,CA,65.0
rancho mission viejo,ELEC,CA,11.0
rancho murieta,ELEC,CA,4.0
rancho palos verdes,ELEC,CA,4.0
rancho santa fe,ELEC,CA,14.0
rancho santa margarita,ELEC,CA,6.0
ranchos de taos,ELEC,NM,6.0
randallstown,ELEC,MD,5.0
randle,ELEC,WA,2.0
randolph,ELEC,NJ,8.0
randolph center,ELEC,VT,3.0
rangeley,ELEC,ME,3.0
rankin,ELEC,PA,4.0
ransomville,ELEC,NY,2.0
raphine,ELEC,VA,14.0
rapid city,ELEC,SD,32.0
rapid ciy,ELEC,SD,4.0
raritan,ELEC,NJ,7.0
raton,ELEC,NM,6.0
ravena,ELEC,NY,1.0
ravenel,ELEC,SC,2.0
rawlings,ELEC,VA,1.0
rawlins,ELEC,WY,12.0
rawsonville,ELEC,VT,1.0
ray brook,ELEC,NY,4.0
raymond,ELEC,ME,15.0
raymondville,ELEC,TX,2.0
raymore,ELEC,MO,10.0
raynham,ELEC,MA,10.0
raytown,ELEC,MO,11.0
reading,ELEC,PA,49.0
red bank,ELEC,NJ,20.0
red bluff,ELEC,CA,33.0
red hook,ELEC,NY,33.0
red lake,ELEC,MN,2.0
red lion,ELEC,PA,6.0
red lodge,ELEC,MT,8.0
red oak,ELEC,TX,16.0
red river,ELEC,NM,4.0
red wing,ELEC,MN,7.0
redding,ELEC,CA,103.0
redford,ELEC,MI,2.0
redford charter twp,ELEC,MI,3.0
redington shores,ELEC,FL,2.0
redlands,ELEC,CA,102.0
redmond,ELEC,WA,100.0
redondo beach,ELEC,CA,44.0
redstone historic district,ELEC,CO,1.0
redwood city,ELEC,CA,397.0
redwood falls,ELEC,MN,3.0
redwood valley,ELEC,CA,8.0
reed city,ELEC,MI,4.0
reedley,ELEC,CA,6.0
reedly,ELEC,CA,2.0
reedsburg,ELEC,WI,3.0
reedsport,ELEC,OR,6.0
reedsville,ELEC,PA,2.0
reedville,ELEC,VA,1.0
rego park,ELEC,NY,10.0
rehoboth,ELEC,DE,10.0
rehoboth beach,ELEC,DE,47.0
reidsville,ELEC,NC,6.0
reisterstown,ELEC,MD,8.0
reistertown,ELEC,MD,6.0
renfrew,ELEC,PA,4.0
reno,ELEC,NV,279.0
rensselaer,ELEC,NY,38.0
renton,ELEC,WA,136.0
represa,ELEC,CA,43.0
republic,ELEC,MO,2.0
research triangle park,ELEC,NC,32.0
reseda,ELEC,CA,4.0
reston,ELEC,VA,219.0
reva,ELEC,VA,2.0
revere,ELEC,MA,57.0
rexburg,ELEC,ID,3.0
reynolds,ELEC,GA,1.0
reynoldsburg,ELEC,OH,8.0
rhinebeck,ELEC,NY,17.0
rhinelander,ELEC,WI,6.0
rialto,ELEC,CA,21.0
rice lake,ELEC,WI,1.0
rich hill,ELEC,MO,3.0
rich square,ELEC,NC,2.0
richalnd,ELEC,WA,2.0
richardson,ELEC,TX,47.0
richboro,ELEC,PA,2.0
richburg,ELEC,SC,2.0
richfield,ELEC,MN,22.0
richland,ELEC,MO,103.0
richland center,ELEC,WI,2.0
richmond,ELEC,VA,569.0
richmond heights,ELEC,MO,4.0
richmond hill,ELEC,GA,5.0
richwood,ELEC,TX,1.0
rickreall,ELEC,OR,3.0
rico,ELEC,CO,2.0
ridge,ELEC,VA,3.0
ridgecrest,ELEC,CA,6.0
ridgedale,ELEC,MO,21.0
ridgefield,ELEC,CT,65.0
ridgeland,ELEC,MS,30.0
ridgeville,ELEC,SC,18.0
ridgeway,ELEC,VA,2.0
ridgewood,ELEC,NJ,9.0
ridgway,ELEC,CO,8.0
rifle,ELEC,CO,8.0
ringgold,ELEC,GA,3.0
rio dell,ELEC,CA,2.0
rio grande,ELEC,PR,5.0
rio grande city,ELEC,TX,2.0
rio hondo,ELEC,TX,2.0
rio rancho,ELEC,NM,5.0
rio vista,ELEC,CA,4.0
ripley,ELEC,WV,4.0
ripon,ELEC,CA,4.0
rising sun,ELEC,MD,2.0
rittman,ELEC,OH,3.0
ritzville,ELEC,WA,9.0
river forest,ELEC,IL,2.0
river grove,ELEC,IL,4.0
riverdale,ELEC,UT,21.0
riverdale park,ELEC,MD,16.0
riverhead,ELEC,NY,62.0
riverside,ELEC,CA,385.0
riverton,ELEC,WY,12.0
riverview,ELEC,FL,35.0
riviera beach,ELEC,FL,31.0
roan mountain,ELEC,TN,2.0
roanoke,ELEC,VA,76.0
roanoke rapids,ELEC,NC,16.0
robbins,ELEC,NC,2.0
robbinsdale,ELEC,MN,12.0
robbinsville,ELEC,NC,21.0
robert lee,ELEC,TX,3.0
robertsdale,ELEC,AL,16.0
robinsonille,ELEC,MS,4.0
robinsonville,ELEC,MS,4.0
roche harbor,ELEC,WA,5.0
rochelle,ELEC,IL,12.0
rochelle park,ELEC,NJ,3.0
rocheport,ELEC,MO,2.0
rochester,ELEC,NY,507.0
rochester hills,ELEC,MI,18.0
rock creek,ELEC,OH,2.0
rock hill,ELEC,SC,59.0
rock island,ELEC,IL,1.0
rock rapids,ELEC,IA,2.0
rock springs,ELEC,WY,15.0
rock valley,ELEC,IA,2.0
rockaway,ELEC,NJ,16.0
rockaway beach,ELEC,OR,2.0
rockaway park,ELEC,NY,2.0
rockbridge,ELEC,OH,2.0
rockford,ELEC,IL,45.0
rockingham,ELEC,NC,14.0
rockland,ELEC,MA,24.0
rockledge,ELEC,FL,14.0
rockleigh,ELEC,NJ,4.0
rocklin,ELEC,CA,77.0
rockport,ELEC,WA,48.0
rockville,ELEC,MD,199.0
rockville centre,ELEC,NY,7.0
rockwall,ELEC,TX,18.0
rocky hill,ELEC,CT,16.0
rocky mount,ELEC,NC,33.0
rocky ridge,ELEC,MD,3.0
rocky river,ELEC,OH,2.0
rocky top,ELEC,TN,2.0
rockyhill,ELEC,CT,2.0
rodeo,ELEC,NM,3.0
roeland park,ELEC,KS,2.0
rogers,ELEC,AR,19.0
rogers city,ELEC,MI,4.0
rogersville,ELEC,TN,2.0
rohnert park,ELEC,CA,62.0
roland,ELEC,OK,6.0
rolesville,ELEC,NC,2.0
rolla,ELEC,MO,10.0
rolling hills estate,ELEC,CA,3.0
rolling hills estates,ELEC,CA,27.0
rolling meadow,ELEC,IL,2.0
rolling meadows,ELEC,IL,38.0
rolling prairie,ELEC,IN,20.0
rollinsville,ELEC,CO,1.0
rome,ELEC,NY,29.0
romeo,ELEC,MI,2.0
romeoville,ELEC,IL,8.0
romney,ELEC,WV,2.0
romulus,ELEC,MI,16.0
ronceverte,ELEC,WV,1.0
ronkonkoma,ELEC,NY,3.0
ronks,ELEC,PA,2.0
roosevelt,ELEC,UT,1.0
rosalia,ELEC,WA,1.0
roscoe,ELEC,NY,8.0
roscommon,ELEC,MI,2.0
rose hill,ELEC,NC,2.0
roseau,ELEC,MN,1.0
roseburg,ELEC,OR,39.0
rosedale,ELEC,MD,14.0
roseland,ELEC,NJ,10.0
roselle,ELEC,IL,4.0
roselle park,ELEC,NJ,3.0
rosemary beach,ELEC,FL,1.0
rosemead,ELEC,CA,20.0
rosemont,ELEC,IL,36.0
rosemount,ELEC,MN,2.0
rosenberg,ELEC,TX,5.0
rosendale,ELEC,NY,2.0
roseville,ELEC,CA,222.0
rosholt,ELEC,WI,1.0
roslyn,ELEC,NY,5.0
roslyn heights,ELEC,NY,8.0
ross,ELEC,CA,5.0
rossford,ELEC,OH,16.0
rosslyn,ELEC,VA,1.0
rossville,ELEC,IL,2.0
roswell,ELEC,GA,71.0
rotterdam,ELEC,NY,12.0
round lake,ELEC,NY,4.0
round rock,ELEC,TX,88.0
round top,ELEC,TX,1.0
rouses point,ELEC,NY,2.0
rowland heights,ELEC,CA,10.0
rowlett,ELEC,TX,13.0
rowley,ELEC,MA,7.0
roxboro,ELEC,NC,2.0
roxbury,ELEC,VT,14.0
roy,ELEC,UT,5.0
royal,ELEC,AR,1.0
royal oak,ELEC,MI,31.0
royal palm beach,ELEC,FL,10.0
royalton,ELEC,VT,11.0
royersford,ELEC,PA,8.0
royse city,ELEC,TX,18.0
ruby,ELEC,NY,1.0
rugby,ELEC,ND,1.0
ruidoso,ELEC,NM,4.0
rumford,ELEC,ME,2.0
runnemede,ELEC,NJ,2.0
running springs,ELEC,CA,1.0
rush,ELEC,NY,4.0
rushford,ELEC,MN,4.0
rushville,ELEC,IN,6.0
russell,ELEC,KS,8.0
russells point,ELEC,OH,10.0
russellville,ELEC,AR,13.0
ruston,ELEC,LA,14.0
rutherford,ELEC,NJ,34.0
rutland,ELEC,VT,30.0
rye,ELEC,NY,12.0
rye brook,ELEC,NY,4.0
sabetha,ELEC,KS,1.0
sabillasville,ELEC,MD,2.0
sachse,ELEC,TX,6.0
saco,ELEC,ME,15.0
sacramento,ELEC,CA,1259.0
saddle brook,ELEC,NJ,5.0
safety harbor,ELEC,FL,9.0
safford,ELEC,AZ,3.0
sag harbor,ELEC,NY,7.0
sagamore beach,ELEC,MA,8.0
saginaw,ELEC,MI,32.0
sagle,ELEC,ID,2.0
saguache,ELEC,CO,2.0
saint albans city,ELEC,VT,2.0
saint augustine,ELEC,FL,12.0
saint charles,ELEC,MD,4.0
saint cloud,ELEC,FL,8.0
saint davids,ELEC,PA,4.0
saint francisville,ELEC,LA,2.0
saint george,ELEC,UT,26.0
saint helena,ELEC,CA,63.0
saint henry,ELEC,OH,2.0
saint james,ELEC,NY,8.0
saint johns,ELEC,FL,10.0
saint johnsbury,ELEC,VT,6.0
saint joseph,ELEC,MO,26.0
saint louis,ELEC,MO,19.0
saint louis county,ELEC,MO,10.0
saint louis park,ELEC,MN,12.0
saint marys,ELEC,OH,2.0
saint michaels,ELEC,MD,2.0
saint paul,ELEC,MN,72.0
saint pete beach,ELEC,FL,6.0
saint peter,ELEC,MN,8.0
saint peters,ELEC,MO,1.0
saint petersburg,ELEC,FL,17.0
salado,ELEC,TX,1.0
salamanca,ELEC,NY,13.0
salem,ELEC,OR,331.0
salida,ELEC,CO,26.0
salina,ELEC,KS,39.0
salinas,ELEC,CA,112.0
saline,ELEC,MI,7.0
salisbury,ELEC,NC,129.0
salkum,ELEC,WA,2.0
sallisaw,ELEC,OK,4.0
salmon,ELEC,ID,1.0
salt lake city,ELEC,UT,480.0
salters,ELEC,SC,2.0
saltese,ELEC,MT,2.0
saluda,ELEC,NC,4.0
sammamish,ELEC,WA,17.0
san angelo,ELEC,TX,29.0
san anselmo,ELEC,CA,8.0
san antonio,ELEC,TX,452.0
san ardo,ELEC,CA,16.0
san bernardino,ELEC,CA,221.0
san bruno,ELEC,CA,73.0
san carlos,ELEC,CA,41.0
san clemente,ELEC,CA,100.0
san diego,ELEC,CA,2236.0
san dimas,ELEC,CA,22.0
san fernando,ELEC,CA,33.0
san francisco,ELEC,CA,1739.0
san gabriel,ELEC,CA,39.0
san jacinto,ELEC,CA,2.0
san joaquin,ELEC,CA,2.0
san jose,ELEC,CA,1881.0
san juan,ELEC,TX,30.0
san juan bautista,ELEC,CA,1.0
san juan capistrano,ELEC,CA,16.0
san leandro,ELEC,CA,127.0
san luis obispo,ELEC,CA,219.0
san marcos,ELEC,TX,143.0
san martin,ELEC,CA,20.0
san mateo,ELEC,CA,282.0
san miguel,ELEC,CA,3.0
san pablo,ELEC,CA,33.0
san pedro,ELEC,CA,42.0
san rafael,ELEC,CA,295.0
san ramon,ELEC,CA,378.0
san simeon,ELEC,CA,14.0
san tan valley,ELEC,AZ,4.0
san ysidro,ELEC,CA,7.0
sanatoga,ELEC,PA,1.0
sand city,ELEC,CA,16.0
sand springs,ELEC,OK,21.0
sandersville,ELEC,GA,4.0
sandestin,ELEC,FL,2.0
sandford,ELEC,FL,2.0
sandpoint,ELEC,ID,5.0
sandstone,ELEC,MN,3.0
sandusky,ELEC,OH,33.0
sandwich,ELEC,MA,10.0
sandy,ELEC,OR,104.0
sandy springs,ELEC,GA,77.0
sanford,ELEC,NC,118.0
sanger,ELEC,CA,32.0
sanibel,ELEC,FL,4.0
santa ana,ELEC,CA,191.0
santa barbara,ELEC,CA,198.0
santa clara,ELEC,CA,867.0
santa clarita,ELEC,CA,189.0
santa claus,ELEC,IN,12.0
santa cruz,ELEC,CA,122.0
santa fe,ELEC,NM,124.0
santa fe springs,ELEC,CA,7.0
santa isabel,ELEC,PR,1.0
santa margarita,ELEC,CA,2.0
santa maria,ELEC,CA,101.0
santa monica,ELEC,CA,556.0
santa nella,ELEC,CA,18.0
santa paula,ELEC,CA,2.0
santa rosa,ELEC,CA,191.0
santa rosa beach,ELEC,FL,7.0
santa teresa,ELEC,NM,2.0
santa ynez,ELEC,CA,23.0
santa ysabel,ELEC,CA,10.0
sante fe,ELEC,NM,6.0
santee,ELEC,SC,67.0
santo,ELEC,TX,16.0
sapulpa,ELEC,OK,4.0
saraland,ELEC,AL,4.0
saranac lake,ELEC,NY,25.0
sarasota,ELEC,FL,204.0
saratoga,ELEC,CA,164.0
