City,Fuel Type Code,State_evchargers,EV Total Port Count (Beta),State_file1,Median Income (16 and over),State,Total Population
Manor,ELEC,TX,5.0,,,,
Manorville,ELEC,NY,19.0,,,,
Mansfield,ELEC,OH,43.0,Texas,52592.0,Texas,76586.0
Mansfield center,ELEC,CT,8.0,,,,
Manson,ELEC,WA,4.0,,,,
Manteca,ELEC,CA,81.0,California,43937.0,California,86940.0
Manteo,ELEC,NC,2.0,,,,
Mantua,ELEC,NJ,2.0,,,,
Manvel,ELEC,TX,6.0,,,,
Maple grove,ELEC,MN,49.0,Minnesota,69620.0,Minnesota,70588.0
Maple hill,ELEC,KS,4.0,,,,
Maple shade,ELEC,NJ,8.0,,,,
Maplewood,ELEC,MN,67.0,,,,
Maquoketa,ELEC,IA,2.0,,,,
Marana,ELEC,AZ,2.0,,,,
Marathon,ELEC,FL,9.0,,,,
Marble canyon,ELEC,AZ,3.0,,,,
Marble falls,ELEC,TX,4.0,,,,
Marble hill,ELEC,GA,2.0,,,,
Marblehead,ELEC,MA,12.0,,,,
Marblemount,ELEC,WA,3.0,,,,
Marcellus,ELEC,NY,2.0,,,,
March air reserve base,ELEC,CA,6.0,,,,
Marco island,ELEC,FL,9.0,,,,
Marcola,ELEC,OR,4.0,,,,
Marfa,ELEC,TX,3.0,,,,
Maria stein,ELEC,OH,2.0,,,,
Marianna,ELEC,FL,13.0,,,,
Maricopa,ELEC,AZ,25.0,Arizona,51913.0,Arizona,66287.0
Marietta,ELEC,GA,95.0,,,,
Marin city,ELEC,CA,16.0,,,,
Marina,ELEC,CA,46.0,,,,
Marina del rey,ELEC,CA,134.0,,,,
Marine city,ELEC,MI,2.0,,,,
Marine corps base hawaii,ELEC,HI,4.0,,,,
Marinette,ELEC,WI,9.0,,,,
Marion,ELEC,IL,43.0,,,,
Mariposa,ELEC,CA,14.0,,,,
Marked tree,ELEC,AR,1.0,,,,
Markham,ELEC,IL,2.0,,,,
Markleeville,ELEC,CA,4.0,,,,
Marksville,ELEC,LA,2.0,,,,
Marlboro,ELEC,MD,4.0,,,,
Marlborough,ELEC,MA,157.0,,,,
Marlette,ELEC,MI,2.0,,,,
Marlow heights,ELEC,MD,4.0,,,,
Marlton,ELEC,NJ,14.0,,,,
Marquette,ELEC,MI,18.0,,,,
Marrowstone,ELEC,WA,2.0,,,,
Mars hill,ELEC,NC,6.0,,,,
Marshall,ELEC,MN,59.0,,,,
Marshalltown,ELEC,IA,4.0,,,,
Marshfield,ELEC,WI,28.0,,,,
Marshville,ELEC,NC,1.0,,,,
Martin,ELEC,TN,3.0,,,,
Martinez,ELEC,CA,56.0,,,,
Martinsburg,ELEC,WV,30.0,,,,
Martinsville,ELEC,IN,20.0,,,,
Marvin,ELEC,SD,4.0,,,,
Mary esther,ELEC,FL,3.0,,,,
Maryland heights,ELEC,MO,13.0,,,,
Marysville,ELEC,CA,71.0,Washington,55436.0,Washington,72280.0
Maryville,ELEC,MO,30.0,,,,
Mashantucket,ELEC,CT,4.0,,,,
Mashpee,ELEC,MA,12.0,,,,
Mason,ELEC,OH,14.0,,,,
Mason city,ELEC,IA,7.0,,,,
Maspeth,ELEC,NY,2.0,,,,
Massapequa,ELEC,NY,12.0,,,,
Massapequa park,ELEC,NY,1.0,,,,
Massena,ELEC,NY,15.0,,,,
Massillon,ELEC,OH,4.0,,,,
Matamoras,ELEC,PA,18.0,,,,
Matawan,ELEC,NJ,4.0,,,,
Matfield green,ELEC,KS,6.0,,,,
Mather,ELEC,CA,1.0,,,,
Mattapan,ELEC,MA,2.0,,,,
Mattawan,ELEC,MI,1.0,,,,
Matteson,ELEC,IL,7.0,,,,
Matthews,ELEC,NC,37.0,,,,
Mattoon,ELEC,IL,15.0,,,,
Maumee,ELEC,OH,16.0,,,,
Maupin,ELEC,OR,2.0,,,,
Mauston,ELEC,WI,6.0,,,,
Maxeys,ELEC,GA,1.0,,,,
Mayaguez,ELEC,PR,2.0,,,,
Mayer,ELEC,AZ,8.0,,,,
Mayfield,ELEC,KY,14.0,,,,
Mayfield heights,ELEC,OH,9.0,,,,
Mayflower,ELEC,AR,2.0,,,,
Maynard,ELEC,MA,19.0,,,,
Mayport,ELEC,FL,58.0,,,,
Mays landing,ELEC,NJ,4.0,,,,
Mayville,ELEC,WI,5.0,,,,
Maywood,ELEC,CA,6.0,,,,
Mazama,ELEC,WA,3.0,,,,
Mcadoo,ELEC,PA,2.0,,,,
Mcalester,ELEC,OK,25.0,,,,
Mcallen,ELEC,TX,24.0,Texas,32793.0,Texas,144585.0
Mccall,ELEC,ID,1.0,,,,
Mccarran,ELEC,NV,8.0,,,,
Mcclean,ELEC,VA,12.0,,,,
Mcclellan park,ELEC,CA,12.0,,,,
Mccomb,ELEC,MS,8.0,,,,
Mcconnellsburg,ELEC,PA,2.0,,,,
Mccordsville,ELEC,IN,4.0,,,,
Mcdade,ELEC,TX,5.0,,,,
Mcdermitt,ELEC,NV,10.0,,,,
Mcdonough,ELEC,GA,39.0,,,,
Mcfarland,ELEC,CA,13.0,,,,
Mcgaheysville,ELEC,VA,6.0,,,,
Mcgregor,ELEC,IA,2.0,,,,
Mchenry,ELEC,MD,24.0,,,,
Mckenzie bridge,ELEC,OR,2.0,,,,
Mckinleyville,ELEC,CA,3.0,,,,
Mckinney,ELEC,TX,54.0,Texas,61493.0,Texas,207506.0
Mclean,ELEC,VA,310.0,,,,
Mcleansville,ELEC,NC,12.0,,,,
Mcminnville,ELEC,OR,27.0,,,,
Mcpherson,ELEC,KS,8.0,,,,
Mead,ELEC,WA,2.0,,,,
Meadows of dan,ELEC,VA,9.0,,,,
Meadville,ELEC,PA,6.0,,,,
Mebane,ELEC,NC,21.0,,,,
Mechanicsburg,ELEC,PA,44.0,,,,
Mechanicsville,ELEC,VA,18.0,,,,
Mechanicville,ELEC,NY,6.0,,,,
Medfield,ELEC,MA,12.0,,,,
Medford,ELEC,OR,129.0,Massachusetts,67396.0,Massachusetts,65412.0
Medford,ELEC,OR,129.0,Massachusetts,67396.0,Oregon,85556.0
Medford,ELEC,OR,129.0,Oregon,38250.0,Massachusetts,65412.0
Medford,ELEC,OR,129.0,Oregon,38250.0,Oregon,85556.0
Media,ELEC,PA,17.0,,,,
Medical lake,ELEC,WA,2.0,,,,
Medina,ELEC,OH,21.0,,,,
Medway,ELEC,MA,20.0,,,,
Meeker,ELEC,CO,3.0,,,,
Melbourne,ELEC,FL,101.0,Florida,42444.0,Florida,86439.0
Melbourne beach,ELEC,FL,5.0,,,,
Melissa,ELEC,TX,14.0,,,,
Melrose,ELEC,MA,29.0,,,,
Melrose park,ELEC,IL,5.0,,,,
Melville,ELEC,NY,78.0,,,,
Memphis,ELEC,TN,129.0,Tennessee,38566.0,Tennessee,621050.0
Mena,ELEC,AR,2.0,,,,
Menands,ELEC,NY,19.0,,,,
Menasha,ELEC,WI,5.0,,,,
Mendocino,ELEC,CA,25.0,,,,
Mendon,ELEC,MA,4.0,,,,
Mendota,ELEC,CA,28.0,,,,
Mendota heights,ELEC,MN,2.0,,,,
Menifee,ELEC,CA,31.0,California,50565.0,California,109399.0
Menlo park,ELEC,CA,835.0,,,,
Menomonee falls,ELEC,WI,23.0,,,,
Menomonie,ELEC,WI,11.0,,,,
Mentor,ELEC,OH,33.0,,,,
Mequon,ELEC,WI,3.0,,,,
Merced,ELEC,CA,47.0,California,40376.0,California,91572.0
Mercer,ELEC,PA,6.0,,,,
Mercer island,ELEC,WA,21.0,,,,
Mercersburg,ELEC,PA,2.0,,,,
Meredith,ELEC,NH,10.0,,,,
Meriden,ELEC,CT,35.0,,,,
Meridian,ELEC,ID,54.0,Idaho,49587.0,Idaho,129730.0
Merriam,ELEC,KS,21.0,,,,
Merrill,ELEC,WI,2.0,,,,
Merrillville,ELEC,IN,20.0,,,,
Merrimack,ELEC,NH,17.0,,,,
Merritt island,ELEC,FL,36.0,,,,
Mesa,ELEC,AZ,149.0,Arizona,45077.0,Arizona,512523.0
Mesa verde national park,ELEC,CO,2.0,,,,
Mescalero,ELEC,NM,2.0,,,,
Mesick,ELEC,MI,4.0,,,,
Mesquite,ELEC,TX,59.0,Texas,40404.0,Texas,147723.0
Metairie,ELEC,LA,27.0,,,,
Metaline falls,ELEC,WA,1.0,,,,
Methuen,ELEC,MA,28.0,,,,
Metter,ELEC,GA,11.0,,,,
Metuchen,ELEC,NJ,13.0,,,,
Miami,ELEC,FL,1017.0,Florida,40453.0,Florida,449484.0
Miami beach,ELEC,FL,212.0,Florida,50637.0,Florida,80027.0
Miami gardens,ELEC,FL,16.0,Florida,35354.0,Florida,110491.0
Miami lakes,ELEC,FL,33.0,,,,
Miami shores,ELEC,FL,8.0,,,,
Miami springs,ELEC,FL,2.0,,,,
Miami-dade,ELEC,FL,4.0,,,,
Miamisburg,ELEC,OH,14.0,,,,
Michigan city,ELEC,IN,36.0,,,,
Middle river,ELEC,MD,8.0,,,,
Middle village,ELEC,NY,3.0,,,,
Middleborough,ELEC,MA,26.0,,,,
Middleburg,ELEC,VA,15.0,,,,
Middleburg heights,ELEC,OH,3.0,,,,
Middlebury,ELEC,VT,27.0,,,,
Middlefield,ELEC,OH,2.0,,,,
Middlesex,ELEC,VT,4.0,,,,
Middleton,ELEC,WI,15.0,,,,
Middletown,ELEC,CT,211.0,,,,
Middletown township,ELEC,PA,8.0,,,,
Middleville,ELEC,MI,2.0,,,,
Midland,ELEC,TX,30.0,Texas,51893.0,Texas,134398.0
Midland beach,ELEC,NY,2.0,,,,
Midlothian,ELEC,VA,24.0,,,,
Midpines,ELEC,CA,3.0,,,,
Midvale,ELEC,UT,14.0,,,,
Midway,ELEC,GA,8.0,,,,
Midway city,ELEC,CA,4.0,,,,
Midwest city,ELEC,OK,17.0,,,,
Milan,ELEC,OH,25.0,,,,
Milbridge,ELEC,ME,1.0,,,,
Miles city,ELEC,MT,8.0,,,,
Milford,ELEC,CT,125.0,,,,
Milford charter township,ELEC,MI,5.0,,,,
Milford mill,ELEC,MD,3.0,,,,
Mililani,ELEC,HI,4.0,,,,
Mill city,ELEC,OR,8.0,,,,
Mill creek,ELEC,WA,2.0,,,,
Mill hall,ELEC,PA,12.0,,,,
Mill valley,ELEC,CA,43.0,,,,
Millbrae,ELEC,CA,78.0,,,,
Millbrook,ELEC,NY,6.0,,,,
Millburn,ELEC,NJ,3.0,,,,
Millbury,ELEC,MA,18.0,,,,
Milledgeville,ELEC,GA,14.0,,,,
Millen,ELEC,GA,8.0,,,,
Millersburg,ELEC,OH,6.0,,,,
Millersville,ELEC,PA,9.0,,,,
Millerton,ELEC,NY,6.0,,,,
Millington,ELEC,TN,65.0,,,,
Millinocket,ELEC,ME,7.0,,,,
Millport,ELEC,NY,2.0,,,,
Mills river,ELEC,NC,8.0,,,,
Millsboro,ELEC,DE,3.0,,,,
Millwood,ELEC,NY,2.0,,,,
Milpitas,ELEC,CA,200.0,California,86549.0,California,77744.0
Milton,ELEC,FL,30.0,,,,
Milw,ELEC,WI,5.0,,,,
Milwaukee,ELEC,WI,117.0,Wisconsin,39835.0,Wisconsin,563306.0
Milwaukie,ELEC,OR,27.0,,,,
Minden,ELEC,NV,19.0,,,,
Mineola,ELEC,NY,2.0,,,,
Miner,ELEC,MO,8.0,,,,
Mineral,ELEC,CA,2.0,,,,
Mineral city,ELEC,OH,1.0,,,,
Mineral wells,ELEC,WV,4.0,,,,
Minersville,ELEC,PA,1.0,,,,
Minetto,ELEC,NY,2.0,,,,
Minneapolis,ELEC,MN,262.0,Minnesota,51498.0,Minnesota,425104.0
Minneola,ELEC,FL,2.0,,,,
Minnetonka,ELEC,MN,39.0,,,,
Minocqua,ELEC,WI,8.0,,,,
Minot,ELEC,ND,10.0,,,,
Mint hill,ELEC,NC,2.0,,,,
Minturn,ELEC,CO,3.0,,,,
Mira loma,ELEC,CA,2.0,,,,
Miramar,ELEC,FL,46.0,Florida,44401.0,Florida,137208.0
Miramar beach,ELEC,FL,6.0,,,,
Miranda,ELEC,CA,2.0,,,,
Mishawaka,ELEC,IN,27.0,,,,
Mission,ELEC,KS,39.0,Texas,35991.0,Texas,86634.0
Mission hills,ELEC,CA,22.0,,,,
Mission viejo,ELEC,CA,53.0,California,63872.0,California,91775.0
Mission woods,ELEC,KS,4.0,,,,
Missoula,ELEC,MT,36.0,Montana,35985.0,Montana,76960.0
Missouri,ELEC,TX,8.0,Texas,52855.0,Texas,74815.0
Missouri city,ELEC,TX,9.0,,,,
Mitchell,ELEC,SD,14.0,,,,
Mitchellville,ELEC,MD,4.0,,,,
Moab,ELEC,UT,32.0,,,,
Moapa,ELEC,NV,2.0,,,,
Moberly,ELEC,MO,7.0,,,,
Mobile,ELEC,AL,72.0,Alabama,36795.0,Alabama,183282.0
Mocksville,ELEC,NC,13.0,,,,
Moclips,ELEC,WA,4.0,,,,
Modena,ELEC,NY,6.0,,,,
Modesto,ELEC,CA,95.0,California,42971.0,California,218071.0
Moffat,ELEC,CO,4.0,,,,
Moffett field,ELEC,CA,9.0,,,,
Mojave,ELEC,CA,73.0,,,,
Mokena,ELEC,IL,14.0,,,,
Molalla,ELEC,OR,1.0,,,,
Moline,ELEC,IL,8.0,,,,
Monahans,ELEC,TX,2.0,,,,
Monarch,ELEC,CO,2.0,,,,
Moncure,ELEC,NC,1.0,,,,
Monett,ELEC,MO,2.0,,,,
Mongtomery,ELEC,AL,2.0,,,,
Monkey island,ELEC,OK,4.0,,,,
Monkton,ELEC,MD,4.0,,,,
Monmouth,ELEC,IL,3.0,,,,
Monmouth junction,ELEC,NJ,7.0,,,,
Monon,ELEC,IN,1.0,,,,
Monona,ELEC,WI,3.0,,,,
Monroe,ELEC,WA,81.0,,,,
Monroe charter township,ELEC,MI,2.0,,,,
Monroe township,ELEC,NJ,9.0,,,,
Monroeville,ELEC,PA,36.0,,,,
Monrovia,ELEC,CA,27.0,,,,
Monsey,ELEC,NY,3.0,,,,
Montague,ELEC,MA,18.0,,,,
Montauk,ELEC,NY,27.0,,,,
Montclair,ELEC,CA,50.0,,,,
Monte sereno,ELEC,CA,5.0,,,,
Monte vista,ELEC,CO,7.0,,,,
Monteagle,ELEC,TN,12.0,,,,
Montebello,ELEC,CA,39.0,,,,
Montecito,ELEC,CA,10.0,,,,
Monterey,ELEC,CA,74.0,,,,
Monterey park,ELEC,CA,58.0,,,,
Montevallo,ELEC,AL,2.0,,,,
Montevideo,ELEC,MN,3.0,,,,
Montgomery,ELEC,AL,146.0,Alabama,35022.0,Alabama,196986.0
Montgomery center,ELEC,VT,3.0,,,,
Montgomeryville,ELEC,PA,8.0,,,,
Monticello,ELEC,NY,31.0,,,,
Montour falls,ELEC,NY,6.0,,,,
Montpelier,ELEC,VT,48.0,,,,
Montpelier station,ELEC,VA,20.0,,,,
Montreat,ELEC,NC,1.0,,,,
Montrose,ELEC,CO,34.0,,,,
Montvale,ELEC,NJ,3.0,,,,
Montverde,ELEC,FL,4.0,,,,
Montville,ELEC,NJ,3.0,,,,
Monument,ELEC,CO,8.0,,,,
Moody,ELEC,AL,1.0,,,,
Moody afb,ELEC,GA,12.0,,,,
Moon,ELEC,PA,2.0,,,,
Moon township,ELEC,PA,13.0,,,,
Moore,ELEC,OK,28.0,,,,
Moorefield,ELEC,WV,5.0,,,,
Mooreland,ELEC,OK,2.0,,,,
Moorestown,ELEC,NJ,2.0,,,,
Mooresville,ELEC,NC,43.0,,,,
Moorhead,ELEC,MN,3.0,,,,
Moorpark,ELEC,CA,32.0,,,,
Moose,ELEC,WY,3.0,,,,
Moose lake,ELEC,MN,3.0,,,,
Moosic,ELEC,PA,10.0,,,,
Mora,ELEC,MN,4.0,,,,
Moraga,ELEC,CA,17.0,,,,
Moran,ELEC,WY,2.0,,,,
Moravia,ELEC,IA,3.0,,,,
Moreau,ELEC,NY,8.0,,,,
Morehead,ELEC,KY,5.0,,,,
Morehead city,ELEC,NC,3.0,,,,
Moreno,ELEC,CA,4.0,,,,
Moreno valley,ELEC,CA,86.0,California,40348.0,California,211915.0
Morgan hill,ELEC,CA,49.0,,,,
Morganfield,ELEC,KY,6.0,,,,
Morganton,ELEC,GA,7.0,,,,
Morgantown,ELEC,WV,38.0,,,,
Moriarty,ELEC,NM,2.0,,,,
Morongo valley,ELEC,CA,4.0,,,,
Morral,ELEC,OH,2.0,,,,
Morrilton,ELEC,AR,3.0,,,,
Morris,ELEC,MN,14.0,,,,
Morris plains,ELEC,NJ,5.0,,,,
Morris township,ELEC,NJ,12.0,,,,
Morris twp,ELEC,NJ,4.0,,,,
Morrison,ELEC,TN,4.0,,,,
Morristown,ELEC,TN,39.0,,,,
Morrisville,ELEC,NC,72.0,,,,
Morriville,ELEC,NC,3.0,,,,
Morro bay,ELEC,CA,2.0,,,,
Morro city,ELEC,CA,4.0,,,,
Morrow,ELEC,GA,31.0,,,,
Morton,ELEC,MN,12.0,,,,
Morton grove,ELEC,IL,4.0,,,,
Mosca,ELEC,CO,4.0,,,,
Moscow,ELEC,ID,2.0,,,,
Moses lake,ELEC,WA,18.0,,,,
Mosier,ELEC,OR,1.0,,,,
Moss beach,ELEC,CA,1.0,,,,
Mossyrock,ELEC,WA,5.0,,,,
Motley,ELEC,MN,1.0,,,,
Mount airy,ELEC,MD,10.0,,,,
Mount calm,ELEC,TX,2.0,,,,
Mount dora,ELEC,FL,5.0,,,,
Mount holly,ELEC,NJ,3.0,,,,
Mount joy,ELEC,PA,2.0,,,,
Mount juliet,ELEC,TN,12.0,,,,
Mount kisco,ELEC,NY,2.0,,,,
Mount laurel,ELEC,NJ,7.0,,,,
Mount laurel township,ELEC,NJ,8.0,,,,
Mount lebanon,ELEC,PA,2.0,,,,
Mount morris,ELEC,NY,8.0,,,,
Mount olive,ELEC,NJ,1.0,,,,
Mount pleasant,ELEC,SC,47.0,,,,
Mount prospect,ELEC,IL,6.0,,,,
Mount rainier,ELEC,MD,3.0,,,,
Mount shasta,ELEC,CA,35.0,,,,
Mount tremper,ELEC,NY,8.0,,,,
Mount vernon,ELEC,WA,37.0,New York,46210.0,New York,71717.0
Mount washington,ELEC,KY,4.0,,,,
Mountain brook,ELEC,AL,8.0,,,,
Mountain home,ELEC,ID,12.0,,,,
Mountain home afb,ELEC,ID,1.0,,,,
Mountain house,ELEC,CA,12.0,,,,
Mountain top,ELEC,PA,2.0,,,,
Mountain view,ELEC,CA,361.0,California,123256.0,California,81058.0
Mountain village,ELEC,CO,25.0,,,,
Mountainside,ELEC,NJ,2.0,,,,
Mountlake terrace,ELEC,WA,7.0,,,,
Mt airy,ELEC,NC,20.0,,,,
Mt arlington,ELEC,NJ,2.0,,,,
Mt clemens,ELEC,MI,4.0,,,,
Mt desert,ELEC,ME,2.0,,,,
Mt hood,ELEC,OR,2.0,,,,
Mt joy,ELEC,PA,3.0,,,,
Mt laurel township,ELEC,NJ,3.0,,,,
Mt pleasant,ELEC,MI,7.0,,,,
Mt prospect,ELEC,IL,4.0,,,,
Mt sinai,ELEC,NY,4.0,,,,
Mt sterling,ELEC,KY,4.0,,,,
Mt vernon,ELEC,IA,4.0,,,,
Mt. airy,ELEC,NC,13.0,,,,
Mt. gilead,ELEC,OH,8.0,,,,
Mt. holly,ELEC,NC,1.0,,,,
Mt. hood,ELEC,OR,7.0,,,,
Mt. hope,ELEC,WV,8.0,,,,
Mt. ida,ELEC,AR,13.0,,,,
Mt. jackson,ELEC,VA,8.0,,,,
Mt. juliet,ELEC,TN,10.0,,,,
Mt. kisco,ELEC,NY,6.0,,,,
Mt. pleasant,ELEC,MI,24.0,,,,
Mt. shasta,ELEC,CA,4.0,,,,
Mt. st. francis,ELEC,IN,2.0,,,,
Mt. vernon,ELEC,IA,34.0,,,,
Mufreesboro,ELEC,TN,1.0,,,,
Mukilteo,ELEC,WA,7.0,,,,
Mulberry,ELEC,FL,4.0,,,,
Mullens,ELEC,WV,4.0,,,,
Mullica hill,ELEC,NJ,6.0,,,,
Mullins,ELEC,SC,2.0,,,,
Muncie,ELEC,IN,2.0,Indiana,28204.0,Indiana,65160.0
Muncy,ELEC,PA,7.0,,,,
Mundelein,ELEC,IL,3.0,,,,
Munroe falls,ELEC,OH,1.0,,,,
Munster,ELEC,IN,1.0,,,,
Murdo,ELEC,SD,5.0,,,,
Murfreesboro,ELEC,TN,82.0,Tennessee,38834.0,Tennessee,162402.0
Murphy,ELEC,NC,30.0,,,,
Murphys,ELEC,CA,7.0,,,,
Murphysboro,ELEC,IL,4.0,,,,
Murray,ELEC,UT,85.0,,,,
Murray hill,ELEC,NJ,4.0,,,,
Murrells inlet,ELEC,SC,4.0,,,,
Murrieta,ELEC,CA,63.0,California,52808.0,California,113774.0
Murrysville,ELEC,PA,4.0,,,,
Muscatine,ELEC,IA,24.0,,,,
Muscle shoals,ELEC,AL,2.0,,,,
Muskego,ELEC,WI,2.0,,,,
Muskegon,ELEC,MI,27.0,,,,
Muskogee,ELEC,OK,18.0,,,,
Myerstown,ELEC,PA,2.0,,,,
Myersville,ELEC,MD,4.0,,,,
Myrtle beach,ELEC,SC,76.0,,,,
Myrtle creek,ELEC,OR,11.0,,,,
Mystic,ELEC,CT,17.0,,,,
N las vegas,ELEC,NV,2.0,,,,
Naches,ELEC,WA,3.0,,,,
Nacogdoches,ELEC,TX,10.0,,,,
Nags head,ELEC,NC,2.0,,,,
Nampa,ELEC,ID,22.0,Idaho,38106.0,Idaho,110932.0
Nantucket,ELEC,MA,25.0,,,,
Nanuet,ELEC,NY,19.0,,,,
Napa,ELEC,CA,259.0,California,58418.0,California,78308.0
Napa valley,ELEC,CA,5.0,,,,
Naperville,ELEC,IL,61.0,Illinois,74615.0,Illinois,148508.0
Naples,ELEC,FL,175.0,,,,
Napoleon,ELEC,OH,3.0,,,,
Narberth,ELEC,PA,20.0,,,,
Narragansett,ELEC,RI,10.0,,,,
Narvon,ELEC,PA,2.0,,,,
Nashua,ELEC,NH,31.0,New Hampshire,56234.0,New Hampshire,91162.0
Nashville,ELEC,TN,645.0,,,,
Natalia,ELEC,TX,12.0,,,,
Natchez,ELEC,MS,11.0,,,,
Natchitoches,ELEC,LA,10.0,,,,
Nathrop,ELEC,CO,2.0,,,,
Natick,ELEC,MA,39.0,,,,
National city,ELEC,CA,52.0,,,,
Naubinway,ELEC,MI,1.0,,,,
Navarre,ELEC,FL,7.0,,,,
Navasota,ELEC,TX,5.0,,,,
Nazareth,ELEC,PA,2.0,,,,
Na’alehu,ELEC,HI,1.0,,,,
Neah bay,ELEC,WA,5.0,,,,
Nebraska city,ELEC,NE,4.0,,,,
Nederland,ELEC,CO,38.0,,,,
Needham,ELEC,MA,26.0,,,,
Needles,ELEC,CA,32.0,,,,
Needville,ELEC,TX,2.0,,,,
Neenah,ELEC,WI,7.0,,,,
Nelson,ELEC,MO,2.0,,,,
Nelsonville,ELEC,OH,3.0,,,,
Neosho,ELEC,MO,10.0,,,,
Nephi,ELEC,UT,16.0,,,,
Neptune,ELEC,NJ,2.0,,,,
Neptune beach,ELEC,FL,6.0,,,,
Neptune city,ELEC,NJ,6.0,,,,
Neptune township,ELEC,NJ,2.0,,,,
Nesconset,ELEC,NY,2.0,,,,
Netarts,ELEC,OR,2.0,,,,
Netcong,ELEC,NJ,1.0,,,,
Nevada,ELEC,MO,20.0,,,,
New albany,ELEC,IN,43.0,,,,
New baltimore,ELEC,MI,1.0,,,,
New bedford,ELEC,MA,42.0,Massachusetts,40150.0,Massachusetts,100676.0
New bern,ELEC,NC,37.0,,,,
New boston,ELEC,OH,24.0,,,,
New braunfels,ELEC,TX,46.0,Texas,50331.0,Texas,98643.0
New bremen,ELEC,OH,1.0,,,,
New brighton,ELEC,MN,8.0,,,,
New britain,ELEC,CT,43.0,Connecticut,34383.0,Connecticut,74408.0
New brunswick,ELEC,NJ,25.0,,,,
New buffalo,ELEC,MI,12.0,,,,
New canaan,ELEC,CT,20.0,,,,
New caney,ELEC,TX,6.0,,,,
New carrollton,ELEC,MD,8.0,,,,
New castle,ELEC,DE,49.0,,,,
New century,ELEC,KS,22.0,,,,
New city,ELEC,NY,18.0,,,,
New concord,ELEC,OH,4.0,,,,
New cumberland,ELEC,PA,7.0,,,,
New cuyama,ELEC,CA,2.0,,,,
New fairfield,ELEC,CT,1.0,,,,
New freedom,ELEC,PA,2.0,,,,
New gloucester,ELEC,ME,1.0,,,,
New hampton,ELEC,NY,5.0,,,,
New harmony,ELEC,UT,2.0,,,,
New hartford,ELEC,NY,64.0,,,,
New haven,ELEC,CT,173.0,Connecticut,40611.0,Connecticut,138909.0
New holland,ELEC,OH,4.0,,,,
New hope,ELEC,MN,1.0,,,,
New hudson,ELEC,MI,3.0,,,,
New hyde park,ELEC,NY,9.0,,,,
New iberia,ELEC,LA,4.0,,,,
New johnsonville,ELEC,TN,2.0,,,,
New kent,ELEC,VA,1.0,,,,
New lebanon,ELEC,NY,2.0,,,,
New lenox,ELEC,IL,4.0,,,,
New london,ELEC,CT,47.0,,,,
New market,ELEC,VA,14.0,,,,
New milford,ELEC,CT,12.0,,,,
New orleans,ELEC,LA,140.0,Louisiana,41857.0,Louisiana,369749.0
New oxford,ELEC,PA,5.0,,,,
New paltz,ELEC,NY,96.0,,,,
New philadelphia,ELEC,OH,12.0,,,,
New plymouth,ELEC,OH,2.0,,,,
New port richey,ELEC,FL,10.0,,,,
"New port richey, fl",ELEC,FL,8.0,,,,
New prague,ELEC,MN,9.0,,,,
New providence,ELEC,NJ,6.0,,,,
New richmond,ELEC,WI,2.0,,,,
New river,ELEC,AZ,10.0,,,,
New rochelle,ELEC,NY,64.0,New York,63677.0,New York,82292.0
New smyrna beach,ELEC,FL,17.0,,,,
New springfield,ELEC,OH,16.0,,,,
New stanton,ELEC,PA,8.0,,,,
New ulm,ELEC,MN,8.0,,,,
New windsor,ELEC,MD,11.0,,,,
New york,ELEC,NY,1153.0,New York,51600.0,New York,8335897.0
New york city,ELEC,NY,24.0,,,,
New york mills,ELEC,NY,4.0,,,,
Newark,ELEC,DE,372.0,New Jersey,35828.0,New Jersey,305339.0
Newaygo,ELEC,MI,8.0,,,,
Newberg,ELEC,OR,18.0,,,,
Newberry,ELEC,SC,4.0,,,,
Newburg,ELEC,MD,10.0,,,,
Newburgh,ELEC,NY,27.0,,,,
Newbury,ELEC,MA,7.0,,,,
Newbury park,ELEC,CA,36.0,,,,
Newburyport,ELEC,MA,20.0,,,,
Newcastle,ELEC,ME,8.0,,,,
Newcomb,ELEC,NY,2.0,,,,
Newfane,ELEC,VT,4.0,,,,
Newfoundland,ELEC,PA,2.0,,,,
Newington,ELEC,CT,41.0,,,,
Newmarket,ELEC,NH,1.0,,,,
Newnan,ELEC,GA,36.0,,,,
Newport,ELEC,AR,199.0,,,,
Newport beach,ELEC,CA,221.0,California,90534.0,California,83981.0
Newport coast,ELEC,CA,6.0,,,,
Newport news,ELEC,VA,89.0,Virginia,40416.0,Virginia,184306.0
Newry,ELEC,ME,5.0,,,,
Newton,ELEC,KS,113.0,Massachusetts,94832.0,Massachusetts,87382.0
Newton grove,ELEC,NC,2.0,,,,
Newton square,ELEC,PA,2.0,,,,
Newtown,ELEC,CT,2.0,,,,
Newtown square,ELEC,PA,2.0,,,,
Newville,ELEC,PA,4.0,,,,
Niagara falls,ELEC,NY,30.0,,,,
Niagara university,ELEC,NY,2.0,,,,
Niantic,ELEC,CT,4.0,,,,
Nicasio,ELEC,CA,8.0,,,,
Niceville,ELEC,FL,3.0,,,,
Nichols,ELEC,NY,4.0,,,,
Niles,ELEC,IL,16.0,,,,
Nipton,ELEC,CA,4.0,,,,
Niskayuna,ELEC,NY,63.0,,,,
Niwot,ELEC,CO,10.0,,,,
Noblesville,ELEC,IN,10.0,Indiana,55500.0,Indiana,74262.0
Nogales,ELEC,AZ,1.0,,,,
Noho,ELEC,CA,2.0,,,,
