City,Fuel Type Code,State_evchargers,EV Total Port Count (Beta),State_file1,Median Income (16 and over),State,Total Population
Saint charles,ELEC,MD,4.0,,,,
Saint cloud,ELEC,FL,8.0,,,,
Saint davids,ELEC,PA,4.0,,,,
Saint francisville,ELEC,LA,2.0,,,,
Saint george,ELEC,UT,26.0,,,,
Saint helena,ELEC,CA,63.0,,,,
Saint henry,ELEC,OH,2.0,,,,
Saint james,ELEC,NY,8.0,,,,
Saint johns,ELEC,FL,10.0,,,,
Saint johnsbury,ELEC,VT,6.0,,,,
Saint joseph,ELEC,MO,26.0,,,,
Saint louis,ELEC,MO,19.0,,,,
Saint louis county,ELEC,MO,10.0,,,,
Saint louis park,ELEC,MN,12.0,,,,
Saint marys,ELEC,OH,2.0,,,,
Saint michaels,ELEC,MD,2.0,,,,
Saint paul,ELEC,MN,72.0,,,,
Saint pete beach,ELEC,FL,6.0,,,,
Saint peter,ELEC,MN,8.0,,,,
Saint peters,ELEC,MO,1.0,,,,
Saint petersburg,ELEC,FL,17.0,,,,
Salado,ELEC,TX,1.0,,,,
Salamanca,ELEC,NY,13.0,,,,
Salem,ELEC,OR,331.0,Oregon,39754.0,Oregon,177490.0
Salida,ELEC,CO,26.0,,,,
Salina,ELEC,KS,39.0,,,,
Salinas,ELEC,CA,112.0,California,36966.0,California,161019.0
Saline,ELEC,MI,7.0,,,,
Salisbury,ELEC,NC,129.0,,,,
Salkum,ELEC,WA,2.0,,,,
Sallisaw,ELEC,OK,4.0,,,,
Salmon,ELEC,ID,1.0,,,,
Salt lake city,ELEC,UT,480.0,,,,
Salters,ELEC,SC,2.0,,,,
Saltese,ELEC,MT,2.0,,,,
Saluda,ELEC,NC,4.0,,,,
Sammamish,ELEC,WA,17.0,Washington,128496.0,Washington,65844.0
San angelo,ELEC,TX,29.0,Texas,36049.0,Texas,99871.0
San anselmo,ELEC,CA,8.0,,,,
San antonio,ELEC,TX,452.0,Texas,36689.0,Texas,1472904.0
San ardo,ELEC,CA,16.0,,,,
San bernardino,ELEC,CA,221.0,California,33312.0,California,220314.0
San bruno,ELEC,CA,73.0,,,,
San carlos,ELEC,CA,41.0,,,,
San clemente,ELEC,CA,100.0,,,,
San diego,ELEC,CA,2236.0,California,55578.0,California,1381182.0
San dimas,ELEC,CA,22.0,,,,
San fernando,ELEC,CA,33.0,,,,
San francisco,ELEC,CA,1739.0,California,87231.0,California,808437.0
San gabriel,ELEC,CA,39.0,,,,
San jacinto,ELEC,CA,2.0,,,,
San joaquin,ELEC,CA,2.0,,,,
San jose,ELEC,CA,1881.0,California,64640.0,California,971265.0
San juan,ELEC,TX,30.0,,,,
San juan bautista,ELEC,CA,1.0,,,,
San juan capistrano,ELEC,CA,16.0,,,,
San leandro,ELEC,CA,127.0,California,50957.0,California,86761.0
San luis obispo,ELEC,CA,219.0,,,,
San marcos,ELEC,TX,143.0,California,46774.0,California,94855.0
San marcos,ELEC,TX,143.0,California,46774.0,Texas,70308.0
San marcos,ELEC,TX,143.0,Texas,28454.0,California,94855.0
San marcos,ELEC,TX,143.0,Texas,28454.0,Texas,70308.0
San martin,ELEC,CA,20.0,,,,
San mateo,ELEC,CA,282.0,California,87405.0,California,100996.0
San miguel,ELEC,CA,3.0,,,,
San pablo,ELEC,CA,33.0,,,,
San pedro,ELEC,CA,42.0,,,,
San rafael,ELEC,CA,295.0,,,,
San ramon,ELEC,CA,378.0,California,105981.0,California,85959.0
San simeon,ELEC,CA,14.0,,,,
San tan valley,ELEC,AZ,4.0,,,,
San ysidro,ELEC,CA,7.0,,,,
Sanatoga,ELEC,PA,1.0,,,,
Sand city,ELEC,CA,16.0,,,,
Sand springs,ELEC,OK,21.0,,,,
Sandersville,ELEC,GA,4.0,,,,
Sandestin,ELEC,FL,2.0,,,,
Sandford,ELEC,FL,2.0,,,,
Sandpoint,ELEC,ID,5.0,,,,
Sandstone,ELEC,MN,3.0,,,,
Sandusky,ELEC,OH,33.0,,,,
Sandwich,ELEC,MA,10.0,,,,
Sandy,ELEC,OR,104.0,Utah,49956.0,Utah,93029.0
Sandy springs,ELEC,GA,77.0,Georgia,72316.0,Georgia,107767.0
Sanford,ELEC,NC,118.0,,,,
Sanger,ELEC,CA,32.0,,,,
Sanibel,ELEC,FL,4.0,,,,
Santa ana,ELEC,CA,191.0,California,35866.0,California,308203.0
Santa barbara,ELEC,CA,198.0,California,54459.0,California,87519.0
Santa clara,ELEC,CA,867.0,California,105434.0,California,126920.0
Santa clarita,ELEC,CA,189.0,California,59541.0,California,221362.0
Santa claus,ELEC,IN,12.0,,,,
Santa cruz,ELEC,CA,122.0,,,,
Santa fe,ELEC,NM,124.0,New Mexico,40309.0,New Mexico,89001.0
Santa fe springs,ELEC,CA,7.0,,,,
Santa isabel,ELEC,PR,1.0,,,,
Santa margarita,ELEC,CA,2.0,,,,
Santa maria,ELEC,CA,101.0,California,31690.0,California,110124.0
Santa monica,ELEC,CA,556.0,California,76835.0,California,89951.0
Santa nella,ELEC,CA,18.0,,,,
Santa paula,ELEC,CA,2.0,,,,
Santa rosa,ELEC,CA,191.0,California,47476.0,California,177185.0
Santa rosa beach,ELEC,FL,7.0,,,,
Santa teresa,ELEC,NM,2.0,,,,
Santa ynez,ELEC,CA,23.0,,,,
Santa ysabel,ELEC,CA,10.0,,,,
Sante fe,ELEC,NM,6.0,,,,
Santee,ELEC,SC,67.0,,,,
Santo,ELEC,TX,16.0,,,,
Sapulpa,ELEC,OK,4.0,,,,
Saraland,ELEC,AL,4.0,,,,
Saranac lake,ELEC,NY,25.0,,,,
Sarasota,ELEC,FL,204.0,,,,
Saratoga,ELEC,CA,164.0,,,,
Saratoga springs,ELEC,NY,185.0,,,,
Sargents,ELEC,CO,1.0,,,,
Satellite beach,ELEC,FL,3.0,,,,
Saugatuck,ELEC,MI,12.0,,,,
Saugerties,ELEC,NY,17.0,,,,
Saugus,ELEC,MA,18.0,,,,
Sauk centre,ELEC,MN,2.0,,,,
Saukville,ELEC,WI,2.0,,,,
Sault st. marie,ELEC,MI,4.0,,,,
Sault ste marie,ELEC,MI,1.0,,,,
Sault ste. mari,ELEC,MI,2.0,,,,
Sault ste. marie,ELEC,MI,8.0,,,,
Sausalito,ELEC,CA,10.0,,,,
Sautee nacoochee,ELEC,GA,4.0,,,,
Savage,ELEC,MN,7.0,,,,
Savanna,ELEC,IL,2.0,,,,
Savannah,ELEC,GA,115.0,Georgia,35649.0,Georgia,147987.0
Savoy,ELEC,IL,1.0,,,,
Sayre,ELEC,PA,13.0,,,,
Scappoose,ELEC,OR,8.0,,,,
Scarborough,ELEC,ME,20.0,,,,
Scarsdale,ELEC,NY,18.0,,,,
Schaumburg,ELEC,IL,49.0,,,,
Schellsburg,ELEC,PA,2.0,,,,
Schenectady,ELEC,NY,236.0,New York,36299.0,New York,68810.0
Schererville,ELEC,IN,6.0,,,,
Schertz,ELEC,TX,21.0,,,,
Schiller park,ELEC,IL,7.0,,,,
Schofield,ELEC,WI,6.0,,,,
Schoharie,ELEC,NY,14.0,,,,
Schoolcraft,ELEC,MI,2.0,,,,
Schroon lake,ELEC,NY,5.0,,,,
Scio,ELEC,OH,2.0,,,,
Scipio,ELEC,UT,4.0,,,,
Scituate,ELEC,MA,12.0,,,,
Scotia,ELEC,NY,16.0,,,,
Scotland neck,ELEC,NC,2.0,,,,
Scott,ELEC,LA,2.0,,,,
Scott's valley,ELEC,CA,16.0,,,,
Scotts valley,ELEC,CA,16.0,,,,
Scottsbluff,ELEC,NE,6.0,,,,
Scottsboro,ELEC,AL,4.0,,,,
Scottsburg,ELEC,IN,1.0,,,,
Scottsdale,ELEC,AZ,455.0,Arizona,64118.0,Arizona,243027.0
Scottsville,ELEC,NY,4.0,,,,
Scottville,ELEC,MI,6.0,,,,
Scranton,ELEC,PA,20.0,Pennsylvania,35463.0,Pennsylvania,75838.0
Sea girt,ELEC,NJ,1.0,,,,
Sea island,ELEC,GA,2.0,,,,
Sea ranch,ELEC,CA,3.0,,,,
Sea tac,ELEC,WA,4.0,,,,
Seabrook,ELEC,NH,20.0,,,,
Seaford,ELEC,DE,14.0,,,,
Seagoville,ELEC,TX,5.0,,,,
Seagrove beach,ELEC,FL,2.0,,,,
Seal beach,ELEC,CA,56.0,,,,
Seal cove,ELEC,ME,2.0,,,,
Seal rock,ELEC,OR,1.0,,,,
Sealy,ELEC,TX,7.0,,,,
Searcy,ELEC,AR,1.0,,,,
Searsport,ELEC,ME,1.0,,,,
Seaside,ELEC,CA,43.0,,,,
Seaside heights,ELEC,NJ,12.0,,,,
Seatac,ELEC,WA,23.0,,,,
Seattle,ELEC,WA,1646.0,Washington,78269.0,Washington,749267.0
Seaview,ELEC,WA,2.0,,,,
Sebago,ELEC,ME,1.0,,,,
Sebastian,ELEC,FL,8.0,,,,
Sebastopol,ELEC,CA,18.0,,,,
Sebeka,ELEC,MN,2.0,,,,
Sebring,ELEC,FL,24.0,,,,
Secaucus,ELEC,NJ,23.0,,,,
Sedalia,ELEC,MO,24.0,,,,
Sedona,ELEC,AZ,83.0,,,,
Sedro woolley,ELEC,WA,1.0,,,,
Seekonk,ELEC,MA,12.0,,,,
Seeley lake,ELEC,MT,3.0,,,,
Seffner,ELEC,FL,3.0,,,,
Seguin,ELEC,TX,13.0,,,,
Seiling,ELEC,OK,12.0,,,,
Selah,ELEC,WA,14.0,,,,
Selbyville,ELEC,DE,6.0,,,,
Selden,ELEC,NY,2.0,,,,
Sellers,ELEC,SC,1.0,,,,
Sellersville,ELEC,PA,10.0,,,,
Selma,ELEC,AL,51.0,,,,
Seminole,ELEC,OK,19.0,,,,
Seneca,ELEC,KS,15.0,,,,
Sepulveda,ELEC,CA,2.0,,,,
Sequim,ELEC,WA,18.0,,,,
Setauket- east setauket,ELEC,NY,2.0,,,,
Seven fountains,ELEC,VA,2.0,,,,
Seven hills,ELEC,OH,2.0,,,,
Seven points,ELEC,TX,3.0,,,,
Sevierville,ELEC,TN,15.0,,,,
Seward,ELEC,NE,11.0,,,,
Seymour,ELEC,CT,4.0,,,,
Sf,ELEC,CA,59.0,,,,
Shadey valley,ELEC,TN,2.0,,,,
Shafter,ELEC,CA,2.0,,,,
Shaker heights,ELEC,OH,13.0,,,,
Shakopee,ELEC,MN,14.0,,,,
Shallotte,ELEC,NC,2.0,,,,
Shamokin dam,ELEC,PA,2.0,,,,
Shamong,ELEC,NJ,2.0,,,,
Shamrock,ELEC,TX,6.0,,,,
Shandaken,ELEC,NY,2.0,,,,
Shandon,ELEC,CA,1.0,,,,
Sharon,ELEC,MA,2.0,,,,
Sharon springs,ELEC,NY,2.0,,,,
Sharonville,ELEC,OH,2.0,,,,
Sharpsburg,ELEC,MD,6.0,,,,
Sharpsville,ELEC,PA,1.0,,,,
Shasta lake,ELEC,CA,1.0,,,,
Shawano,ELEC,WI,8.0,,,,
Shawnee,ELEC,KS,53.0,Kansas,56097.0,Kansas,69220.0
Sheboygan,ELEC,WI,15.0,,,,
Sheffield,ELEC,OH,12.0,,,,
Sheffield village,ELEC,OH,1.0,,,,
Shelburne,ELEC,VT,10.0,,,,
Shelburne falls,ELEC,MA,4.0,,,,
Shelby,ELEC,IA,25.0,,,,
Shelby township,ELEC,MI,8.0,,,,
Shelbyville,ELEC,TN,15.0,,,,
Sheldon,ELEC,IA,2.0,,,,
Shell,ELEC,WY,2.0,,,,
Shelter island,ELEC,NY,7.0,,,,
Shelton,ELEC,CT,24.0,,,,
Shenandoah,ELEC,TX,10.0,,,,
"Shenandoah, tx",ELEC,TX,8.0,,,,
Shepherd,ELEC,TX,11.0,,,,
Shepherdstown,ELEC,WV,8.0,,,,
Shepherdsville,ELEC,KY,7.0,,,,
Sherborn,ELEC,MA,2.0,,,,
Sherburn,ELEC,MN,8.0,,,,
Sherburne,ELEC,NY,2.0,,,,
Sheridan,ELEC,WY,11.0,,,,
Sherman,ELEC,TX,11.0,,,,
Sherman oaks,ELEC,CA,75.0,,,,
Sherwood,ELEC,OR,15.0,,,,
Shiloh,ELEC,IL,5.0,,,,
Shingle springs,ELEC,CA,4.0,,,,
Shingletown,ELEC,CA,2.0,,,,
Shinnston,ELEC,WV,2.0,,,,
Shippensburg,ELEC,PA,19.0,,,,
Shirley,ELEC,NY,14.0,,,,
Shoreham,ELEC,VT,2.0,,,,
Shoreline,ELEC,WA,25.0,,,,
Shoreview,ELEC,MN,11.0,,,,
Shorewood,ELEC,IL,3.0,,,,
Shorewood hills,ELEC,WI,1.0,,,,
Short hills,ELEC,NJ,4.0,,,,
Shortsville,ELEC,NY,2.0,,,,
Show low,ELEC,AZ,9.0,,,,
Shreveport,ELEC,LA,20.0,Louisiana,32480.0,Louisiana,179551.0
Shrewsbury,ELEC,MA,36.0,,,,
Shurz,ELEC,NV,4.0,,,,
Sicklerville,ELEC,NJ,6.0,,,,
Sidney,ELEC,NE,10.0,,,,
Sierra vista,ELEC,AZ,15.0,,,,
Signal hill,ELEC,CA,10.0,,,,
Sikeston,ELEC,MO,5.0,,,,
Siler city,ELEC,NC,10.0,,,,
Siloam springs,ELEC,AR,3.0,,,,
Silsbee,ELEC,TX,1.0,,,,
Silt,ELEC,CO,2.0,,,,
Silver,ELEC,MD,2.0,,,,
Silver bay,ELEC,MN,2.0,,,,
Silver city,ELEC,NM,2.0,,,,
Silver creek,ELEC,NY,2.0,,,,
Silver plume,ELEC,CO,2.0,,,,
Silver sping,ELEC,MD,4.0,,,,
Silver spring,ELEC,MD,178.0,,,,
Silver springs,ELEC,MD,3.0,,,,
Silverdale,ELEC,WA,69.0,,,,
Silverthorne,ELEC,CO,40.0,,,,
Silverton,ELEC,CO,14.0,,,,
Silvis,ELEC,IL,2.0,,,,
Simi valley,ELEC,CA,57.0,California,55310.0,California,124395.0
Simpsonville,ELEC,SC,3.0,,,,
Simsbury,ELEC,CT,13.0,,,,
Singer island,ELEC,FL,1.0,,,,
Sinton,ELEC,TX,1.0,,,,
Sioux city,ELEC,IA,32.0,,,,
Sioux falls,ELEC,SD,50.0,South Dakota,45753.0,South Dakota,202090.0
Siren,ELEC,WI,1.0,,,,
Sisseton,ELEC,SD,8.0,,,,
Sister bay,ELEC,WI,7.0,,,,
Sisters,ELEC,OR,13.0,,,,
Sitka,ELEC,AK,1.0,,,,
Skagway,ELEC,AK,5.0,,,,
Skaneateles,ELEC,NY,3.0,,,,
Skillman,ELEC,NJ,8.0,,,,
Skokie,ELEC,IL,48.0,,,,
Skowhegan,ELEC,ME,14.0,,,,
Skykomish,ELEC,WA,6.0,,,,
Skyland,ELEC,NC,2.0,,,,
Skytop,ELEC,PA,4.0,,,,
Slaterville springs,ELEC,NY,2.0,,,,
Sleepy hollow,ELEC,NY,2.0,,,,
Slidell,ELEC,LA,9.0,,,,
Slingerlands,ELEC,NY,38.0,,,,
Slippery rock,ELEC,PA,3.0,,,,
Smelterville,ELEC,ID,4.0,,,,
Smith river,ELEC,CA,7.0,,,,
Smithfield,ELEC,RI,34.0,,,,
Smithsburg,ELEC,MD,4.0,,,,
Smithtown,ELEC,NY,17.0,,,,
Smithville,ELEC,MO,8.0,,,,
Smyrna,ELEC,DE,70.0,,,,
Sneads ferry,ELEC,NC,2.0,,,,
Snellville,ELEC,GA,6.0,,,,
Snohomish,ELEC,WA,14.0,,,,
Snoqualmie,ELEC,WA,10.0,,,,
Snoqualmie pass,ELEC,WA,11.0,,,,
Snow hill,ELEC,MD,12.0,,,,
Snowbird,ELEC,UT,4.0,,,,
Snowflake,ELEC,AZ,1.0,,,,
Snowmass village,ELEC,CO,14.0,,,,
Snowshoe,ELEC,WV,2.0,,,,
Snyder,ELEC,TX,2.0,,,,
Soap lake,ELEC,WA,1.0,,,,
Socorro,ELEC,NM,12.0,,,,
Soda springs,ELEC,CA,11.0,,,,
Soddy daisy,ELEC,TN,12.0,,,,
Sodus,ELEC,NY,2.0,,,,
Sodus point,ELEC,NY,2.0,,,,
Solana beach,ELEC,CA,64.0,,,,
Soldotna,ELEC,AK,10.0,,,,
Soledad,ELEC,CA,24.0,,,,
Solomons,ELEC,MD,8.0,,,,
Solon,ELEC,OH,6.0,,,,
Solvang,ELEC,CA,18.0,,,,
Solvay,ELEC,NY,2.0,,,,
Somerdale,ELEC,NJ,8.0,,,,
Somers,ELEC,NY,1.0,,,,
Somerset,ELEC,KY,47.0,,,,
Somersville,ELEC,CT,2.0,,,,
Somersworth,ELEC,NH,6.0,,,,
Somerville,ELEC,NJ,102.0,Massachusetts,72442.0,Massachusetts,79761.0
Somis,ELEC,CA,1.0,,,,
Sonoita,ELEC,AZ,3.0,,,,
Sonoma,ELEC,CA,33.0,,,,
Sonora,ELEC,CA,12.0,,,,
South amboy,ELEC,NJ,12.0,,,,
South barrington,ELEC,IL,14.0,,,,
South beach,ELEC,NY,2.0,,,,
South bend,ELEC,IN,32.0,Indiana,37016.0,Indiana,105984.0
South bethany,ELEC,DE,2.0,,,,
South boston,ELEC,VA,8.0,,,,
South brunswick,ELEC,NJ,15.0,,,,
South brunswick township,ELEC,NJ,2.0,,,,
South burlington,ELEC,VT,71.0,,,,
South charleston,ELEC,WV,11.0,,,,
South deerfield,ELEC,MA,14.0,,,,
South el monte,ELEC,CA,12.0,,,,
South elgin,ELEC,IL,2.0,,,,
South euclid,ELEC,OH,6.0,,,,
South fork,ELEC,CO,2.0,,,,
South gate,ELEC,CA,16.0,California,32204.0,California,90935.0
South glens falls,ELEC,NY,8.0,,,,
South guttenberg,ELEC,IA,2.0,,,,
South hackensack,ELEC,NJ,2.0,,,,
South hadley,ELEC,MA,16.0,,,,
South haven,ELEC,MI,11.0,,,,
South hero,ELEC,VT,5.0,,,,
South hill,ELEC,VA,6.0,,,,
South holland,ELEC,IL,2.0,,,,
South jordan,ELEC,UT,36.0,Utah,58307.0,Utah,83520.0
South kingstown,ELEC,RI,13.0,,,,
South lake tahoe,ELEC,CA,54.0,,,,
South miami,ELEC,FL,13.0,,,,
South nyack,ELEC,NY,2.0,,,,
South ogden,ELEC,UT,4.0,,,,
South orange,ELEC,NJ,12.0,,,,
South padre island,ELEC,TX,18.0,,,,
South paris,ELEC,ME,9.0,,,,
South pasadena,ELEC,CA,3.0,,,,
South pittsburg,ELEC,TN,2.0,,,,
South plainfield,ELEC,NJ,1.0,,,,
South portland,ELEC,ME,32.0,,,,
South riding,ELEC,VA,8.0,,,,
South river,ELEC,NJ,10.0,,,,
South royalton,ELEC,VT,9.0,,,,
South sacramento,ELEC,CA,27.0,,,,
South saint paul,ELEC,MN,2.0,,,,
South salt lake,ELEC,UT,47.0,,,,
South salt lake city,ELEC,UT,10.0,,,,
South san francisco,ELEC,CA,314.0,,,,
South sioux city,ELEC,NE,9.0,,,,
South wales,ELEC,NY,2.0,,,,
South wellfleet,ELEC,MA,2.0,,,,
South windsor,ELEC,CT,4.0,,,,
South yarmotuh,ELEC,MA,1.0,,,,
South yarmouth,ELEC,MA,2.0,,,,
Southampton,ELEC,NY,31.0,,,,
Southampton township,ELEC,NJ,2.0,,,,
Southaven,ELEC,MS,18.0,,,,
Southborough,ELEC,MA,7.0,,,,
Southbridge,ELEC,MA,14.0,,,,
Southbury,ELEC,CT,6.0,,,,
Southern pines,ELEC,NC,15.0,,,,
Southfield,ELEC,MI,27.0,Michigan,45876.0,Michigan,75454.0
Southgate,ELEC,MI,2.0,,,,
Southhaven,ELEC,MS,3.0,,,,
Southington,ELEC,CT,22.0,,,,
Southlake,ELEC,TX,36.0,,,,
Southold,ELEC,NY,4.0,,,,
Southport,ELEC,NC,13.0,,,,
Southwest harbor,ELEC,ME,5.0,,,,
Southwest ranches,ELEC,FL,4.0,,,,
Spanish fork,ELEC,UT,12.0,,,,
Spanish fort,ELEC,AL,3.0,,,,
Sparkill,ELEC,NY,6.0,,,,
Sparks,ELEC,NV,70.0,Nevada,42734.0,Nevada,109227.0
Sparks glencoe,ELEC,MD,8.0,,,,
Sparta,ELEC,NJ,14.0,,,,
Spartanburg,ELEC,SC,34.0,,,,
Spearfish,ELEC,SD,10.0,,,,
Speculator,ELEC,NY,8.0,,,,
Speedway,ELEC,IN,9.0,,,,
Spencer,ELEC,IN,15.0,,,,
Spencerport,ELEC,NY,3.0,,,,
Spencertown,ELEC,NY,2.0,,,,
Sperryville,ELEC,VA,3.0,,,,
Spiceland,ELEC,IN,8.0,,,,
Spicer,ELEC,MN,8.0,,,,
Spicewood,ELEC,TX,2.0,,,,
Spindale,ELEC,NC,2.0,,,,
Spirit lake,ELEC,IA,4.0,,,,
Spokane,ELEC,WA,181.0,Washington,42122.0,Washington,230176.0
Spokane valley,ELEC,WA,29.0,Washington,40713.0,Washington,107325.0
Spooner,ELEC,WI,2.0,,,,
Spotsylvania courthouse,ELEC,VA,2.0,,,,
Sprague,ELEC,WA,11.0,,,,
Sprakers,ELEC,NY,2.0,,,,
Spring,ELEC,TX,83.0,,,,
Spring grove,ELEC,MN,2.0,,,,
Spring hill,ELEC,TN,6.0,,,,
Spring house,ELEC,PA,12.0,,,,
Spring lake,ELEC,MI,4.0,,,,
Spring lake park,ELEC,MN,4.0,,,,
Spring valley,ELEC,NY,11.0,,,,
Springboro,ELEC,OH,10.0,,,,
Springcity,ELEC,TN,10.0,,,,
Springdale,ELEC,AR,75.0,Arkansas,38155.0,Arkansas,85844.0
Springfield,ELEC,IL,468.0,Illinois,43819.0,Illinois,113331.0
Springfield,ELEC,IL,468.0,Illinois,43819.0,Massachusetts,154058.0
Springfield,ELEC,IL,468.0,Illinois,43819.0,Missouri,170062.0
Springfield,ELEC,IL,468.0,Massachusetts,37551.0,Illinois,113331.0
Springfield,ELEC,IL,468.0,Massachusetts,37551.0,Massachusetts,154058.0
Springfield,ELEC,IL,468.0,Massachusetts,37551.0,Missouri,170062.0
Springfield,ELEC,IL,468.0,Missouri,32671.0,Illinois,113331.0
Springfield,ELEC,IL,468.0,Missouri,32671.0,Massachusetts,154058.0
Springfield,ELEC,IL,468.0,Missouri,32671.0,Missouri,170062.0
Springfield township,ELEC,NJ,1.0,,,,
Springs,ELEC,GA,2.0,,,,
Springville,ELEC,UT,9.0,,,,
Spruce head,ELEC,ME,1.0,,,,
Spur,ELEC,TX,2.0,,,,
St,ELEC,WA,2.0,,,,
St  michaels,ELEC,MD,4.0,,,,
St augustine,ELEC,FL,12.0,,,,
St augustine beach,ELEC,FL,8.0,,,,
St charles,ELEC,MO,22.0,,,,
St clair shores,ELEC,MI,10.0,,,,
St cloud,ELEC,FL,4.0,,,,
St francis,ELEC,KS,1.0,,,,
St francisville,ELEC,LA,4.0,,,,
St george,ELEC,UT,10.0,,,,
St helena,ELEC,CA,2.0,,,,
St james,ELEC,MO,1.0,,,,
St johns,ELEC,FL,21.0,,,,
St johnsbury,ELEC,VT,12.0,,,,
St joseph,ELEC,MO,65.0,,,,
St louis,ELEC,MO,12.0,,,,
St louis park,ELEC,MN,15.0,,,,
St marys,ELEC,GA,2.0,,,,
St marys city,ELEC,MD,2.0,,,,
St michaels,ELEC,MD,2.0,,,,
St paul,ELEC,MN,5.0,,,,
St pete beach,ELEC,FL,13.0,,,,
St peters,ELEC,MO,1.0,,,,
St petersburg,ELEC,FL,72.0,,,,
St point mugu,ELEC,CA,2.0,,,,
St simons island,ELEC,GA,8.0,,,,
St. albans,ELEC,WV,12.0,,,,
St. ansgar,ELEC,IA,2.0,,,,
St. augustine,ELEC,FL,63.0,,,,
St. augustine beach,ELEC,FL,2.0,,,,
St. charles,ELEC,MO,35.0,Missouri,55054.0,Missouri,71190.0
St. clair shores,ELEC,MI,6.0,,,,
St. clairsville,ELEC,OH,1.0,,,,
St. cloud,ELEC,MN,12.0,Minnesota,36124.0,Minnesota,69813.0
St. croix falls,ELEC,WI,3.0,,,,
St. george,ELEC,UT,45.0,Utah,40272.0,Utah,102523.0
St. george island,ELEC,FL,2.0,,,,
St. helena,ELEC,CA,15.0,,,,
St. helens,ELEC,OR,5.0,,,,
St. ignace,ELEC,MI,6.0,,,,
St. james,ELEC,NY,4.0,,,,
St. johns,ELEC,MI,12.0,,,,
St. johnsbury,ELEC,VT,2.0,,,,
St. joseph,ELEC,MO,22.0,Missouri,37205.0,Missouri,70682.0
St. lititz,ELEC,PA,2.0,,,,
St. louis,ELEC,MO,225.0,Missouri,42372.0,Missouri,286578.0
St. louis park,ELEC,MN,21.0,,,,
St. mary's,ELEC,KS,1.0,,,,
St. marys,ELEC,GA,10.0,,,,
St. marys city,ELEC,MD,1.0,,,,
St. meinrad,ELEC,IN,2.0,,,,
St. michaels,ELEC,MD,5.0,,,,
St. paul,ELEC,MN,107.0,Minnesota,44136.0,Minnesota,303160.0
St. pete beach,ELEC,FL,2.0,,,,
St. peter,ELEC,MN,3.0,,,,
St. peters,ELEC,MO,15.0,,,,
St. petersburg,ELEC,FL,74.0,Florida,47005.0,Florida,261245.0
St. regis,ELEC,MT,12.0,,,,
St. robert,ELEC,MO,1.0,,,,
St. simons island,ELEC,GA,2.0,,,,
St.paul,ELEC,MN,4.0,,,,
Staatsburg,ELEC,NY,8.0,,,,
Stafford,ELEC,TX,50.0,,,,
Stafford courthouse,ELEC,VA,8.0,,,,
Stafford springs,ELEC,CT,6.0,,,,
Stafford township,ELEC,NJ,1.0,,,,
Stamford,ELEC,CT,121.0,Connecticut,56794.0,Connecticut,136197.0
Standish,ELEC,ME,3.0,,,,
Stanford,ELEC,CA,102.0,,,,
Stanhope,ELEC,NJ,3.0,,,,
Stanley,ELEC,VA,3.0,,,,
Stanton,ELEC,CA,9.0,,,,
Stanwood,ELEC,MI,6.0,,,,
Staples,ELEC,MN,2.0,,,,
Star,ELEC,NC,2.0,,,,
Starke,ELEC,FL,2.0,,,,
Starksboro,ELEC,VT,2.0,,,,
Starkville,ELEC,MS,20.0,,,,
State college,ELEC,PA,45.0,,,,
Stateline,ELEC,NV,34.0,,,,
Staten island,ELEC,NY,75.0,,,,
Statesboro,ELEC,GA,4.0,,,,
Statesville,ELEC,NC,16.0,,,,
Staunton,ELEC,VA,28.0,,,,
Stauton,ELEC,VA,8.0,,,,
Steamboat springs,ELEC,CO,47.0,,,,
Steele,ELEC,AL,8.0,,,,
Steilacoom,ELEC,WA,1.0,,,,
Stennis space center,ELEC,MS,1.0,,,,
Stephens city,ELEC,VA,4.0,,,,
Stephenville,ELEC,TX,2.0,,,,
Sterling,ELEC,VA,91.0,,,,
Sterling heights,ELEC,MI,10.0,Michigan,46481.0,Michigan,132554.0
Stevens point,ELEC,WI,14.0,,,,
Stevenson,ELEC,MD,10.0,,,,
Stevenson ranch,ELEC,CA,4.0,,,,
Stevensville,ELEC,MD,21.0,,,,
Stewartville,ELEC,MN,4.0,,,,
Stigler,ELEC,OK,2.0,,,,
Stillwater,ELEC,OK,33.0,,,,
Stillwell,ELEC,OK,8.0,,,,
Stilwell,ELEC,OK,6.0,,,,
Stinson beach,ELEC,CA,8.0,,,,
Stockbridge,ELEC,GA,16.0,,,,
Stockton,ELEC,CA,240.0,California,40941.0,California,321796.0
Stone harbor,ELEC,NJ,1.0,,,,
Stone mountain,ELEC,GA,12.0,,,,
Stone ridge,ELEC,NY,9.0,,,,
Stonecrest,ELEC,GA,7.0,,,,
Stoneham,ELEC,MA,9.0,,,,
Stonewall,ELEC,TX,1.0,,,,
Stonington,ELEC,CT,6.0,,,,
Stony brook,ELEC,NY,30.0,,,,
Stony creek,ELEC,VA,3.0,,,,
Storrs,ELEC,CT,64.0,,,,
Stoughton,ELEC,MA,30.0,,,,
Stow,ELEC,OH,7.0,,,,
Stowe,ELEC,VT,37.0,,,,
Strafford,ELEC,PA,2.0,,,,
Strasburg,ELEC,VA,7.0,,,,
Stratford,ELEC,CT,9.0,,,,
Stratham,ELEC,NH,3.0,,,,
Stratton,ELEC,CO,13.0,,,,
